input,output,label
如果我们倒着播放宇宙的历程， 我们可以知道过去曾有过一次大爆炸， 我们甚至可以听到它那吵杂的声音， 但我们的大爆炸是宇宙中唯一的大爆炸吗？,"If we run the movie of our universe backwards, we know that there was a Big Bang in our past, and we might even hear the cacophonous sound of it, but was our Big Bang the only Big Bang?",0
许多观察家指出，特鲁多执政5年人设崩塌，主要是自己“刨坑”所致，而最大的“坑”莫过于“虎头蛇尾 ” “ 自食其果”和“宽于律己，严于律人”这三条。,"Many observers pointed out that Trudeau’s five-year ruling collapse was mainly caused by his “planing pits”, and the biggest “pits” were “heads and tails”, “self-eating” and “wider self-discipline and stricter discipline”. Three.",0
OK，如果真没有，就返还订餐的钱,"OK, if it's not available, I'll refund the money you ordered",0
在过去40年里，中国是联合国工作的关键参与者，成为国际合作和多边主义的支柱。,"Over the past 40 years, China has been a key player in the work of the United Nations and has become the backbone of international cooperation and multilateralism.",1
王毅就加强中非双方在安理会合作提出四点建议。,Wang Yi put forward four suggestions on strengthening cooperation between China and Africa in the Security Council.,1
女排赢球郎平仍有不满：打强队失误这么多，会很难,Women's volleyball team won Lang Ping still dissatisfied: it will be difficult to make so many mistakes in playing,0
中国古董拍卖精华:瓷器英文版【正版书籍 闪电发货】,The Essence of Chinese Antique Auctions: Porcelain English Edition [Genuine Book Lightning Delivery],1
补回优惠代码就可以了,Just replace the discount code,0
作为原武警国旗护卫队的擎旗手，他对荣誉有着更深一刻的理解。,"As the flag bearer of the former Armed Police Flag Guard, he has a deeper understanding of honor.",1
重新下单又收了我这么多钱,Re-order and charge me so much money.,1
凡具有体育、艺术、科技特长且在网上报名的学生均有资格参加特长生招生考查。,"All students who have expertise in sports, arts, and science and technology who have registered online are eligible to participate in the special education admission exam.",0
美帝打压中国芯片产业，要求自家企业及盟友国相关企业同时对我国芯片产业进行封锁，直接导致的后果就是全球芯片供应商的订单和利润受到影响，造成芯片生产企业的研发投入降低、产能下降，从而造成了全球范围内芯片供应链的短缺的紊乱。,"The US emperor suppressed China's chip industry and required its own companies and related companies of allied countries to block China's chip industry at the same time. The direct consequence was that the orders and profits of global chip suppliers were affected, lowering R&D investment and production capacity of chip manufacturers and causing a disorder in the global chip supply chain.",1
但它在我们周围无处不在， 只要它没有被宇宙中的 某些其他过程所抵消的话。,"But it is everywhere around us, as long as it is not offset by some other process in the universe.",1
中沙策展人携手举办沙特首届当代艺术双年展-新华网,Chinese and Saudi curators join hands to hold Saudi Arabia's first contemporary art biennale,1
在企业实践应实施企业班组化管理模式，根据不同专业的特点，1个师傅可带2～5个徒弟，组成学习小组，确保学生熟练掌握每个轮训岗位所需的技能。,"In enterprise practice, the enterprise team management model should be implemented. According to the characteristics of different majors, a master can lead 2 to 5 apprentices to form study groups to ensure that students master the skills required for each rotational training position.",1
战略在于找方向，战术在于落地，在大多数战术思考之上，都有战略思考的空间。,"Strategy is to find the direction, tactics is to implement, in most tactical thinking above, there is room for strategic thinking.",0
兴安省委书记杜进士表示，兴安省一直以来为对该省进行投资的白俄罗斯企业创造便利条件，希望今后白俄罗斯将采取更多有力措施，鼓励白俄罗斯企业对兴安省和越南投资，对该省劳动者的培训及工业生产技术转交工作予以协助。,"Do Tiensy, secretary of the Hung Yen Provincial Party Committee, said that Hung Yen Province has always created convenient conditions for Belarusian enterprises investing in the province, and he hoped that Belarus will take more effective measures in the future to encourage Belarusian enterprises to invest in Hung Yen Province and Vietnam, and also assist in the training of the workers in the province, as well as the transfer of industrial production technology.",0
他解释，沙巴报生纸使用的防伪纸和其他地区不同，因此不能商借其他州属的存货。,"He explained that the anti-counterfeiting paper used in Sabah birth papers is different from other regions, so it is not possible to borrow stocks from other states.",1
近年来，宁夏妇联联合公检法司、民政等部门在推进和引入社会专业力量参与婚姻家庭矛盾纠纷调解及反家庭暴力工作，成效非常显著。,"In recent years, Ningxia Women's Federation, in conjunction with the Public Security and Law Department, civil affairs and other departments, has achieved remarkable results in promoting and introducing social professional forces to participate in the mediation of marital and family conflicts and disputes and anti-domestic violence.",0
外观很不错。,The appearance is good.,1
基本上昆虫不得不做的是 -- 我们来到花的当中 -- 它把口器刺入 中间的部分 一路向下知道花蜜管 以得到花蜜。,Basically what the insect has to do is-we come to the middle of the flower-it pierces the mouthparts into the middle part all the way down to the nectar tube to get nectar.,1
值得！,Worth it!,1
推荐理由:具有修护、保湿、嫩白及收敛肌肤的功效哟，能改善肌肤粗糙肌毛孔粗大的问题，很适合混合性肤质，洗的干净不干燥。,"Reason: with repair, moisturizing, whitening and astringent skin effects yo, can improve the skin rough muscle pore size, very suitable for mixed skin type, wash clean not dry.",0
为缓解南站南北路车辆的滞留和拥堵，广州南站将启用3个新停车场，新增1000个停车位，缓解南站周边交通不畅的压力。,"To relieve traffic congestion on the north-south road at the South Railway Station, Guangzhou South Railway Station will use three new parking lots with one thousand parking spots, coping with the pressure around the South Railway Station due to the traffic congestion.",1
面对“世界怎么了、人类怎么办”的时代之问，白皮书指出，当今世界正处于百年未有之大变局，人类社会既充满希望，又充满挑战。,"Faced with the age of ""what's wrong with the world and what should humans do"", the white paper points out that the world today is undergoing major changes that have not been seen in a century, and human society is both full of hope and full of challenges.",0
这种探测并不只限于黑洞， 它还能用来探测宇宙中任何大的扰动 - 其中最大的扰动要数“宇宙大爆炸”了。,"This detection is not limited to black holes, it can also be used to detect any large perturbations in the universe - the largest of which is the ""Big Bang.""",1
由黑龙江省农业科学院、扬州大学、湖南省农业农村厅的6位专家组成的测产专家组，现场对“兴盐系列”水稻进行取样收割。,"A production testing expert group composed of six experts from Heilongjiang Provincial Academy of Agricultural Sciences, Yangzhou University and Hunan Provincial Department of Agriculture and Rural Affairs sampled and harvested the ""Xing Salt Series"" rice on the spot.",0
我们无法知道其中发生了什么，不管是昆虫， 还是其他人类的脑中。,"We don't know what's going on in it, whether it's insects or other human brains.",0
想象一下，在一个真实的天文学景象里 – 想象两个已经一起存在了很长时间的黑洞。,"Imagine, in a real astronomical scene - imagine two black holes that have existed together for a long time.",1
中村教授的发明不仅彻底改变了照明行业，更推动产生了如今广泛应用于日常生活和工业生产的白色发光二极管，为人类的福祉做出了巨大的贡献。,"Professor Nakamura’s invention not only revolutionized the lighting industry, but also inspired the production of white light-emitting diodes that have been widely used today in daily life and in industrial production, making a huge contribution to human well-being.",1
没有，我没有收到 call,"No, I didn't receive the call",1
浙江省政府部门间平均每月调用、共享的数据已达1200万次，数据每多一次在‘云’上的调用流动，可能就意味着群众办事少跑腿 。,"The average amount of data transferred and shared between government departments in Zhejiang Province has reached 12 million times per month. Every time the data is transferred on the ""cloud"", it may mean that the masses do less work and run errands.",1
什么是正常的舆情？,What's a normal opinion?,1
曼西内利的儿子罗伯特（Robert）透露，爸爸热爱工作，而来自世界各地的人们也喜欢他，不过爸爸虽然向来健康，今年2月却被诊断出罹患癌症，过世前6周终于因身体因素无法上工，但这可不是退休，因为他计画著等自己好起来还要回来剪头发。,"Mancinelli's son Robert revealed that his father loved to work and people from all over the world liked him, but although he was always healthy, he was diagnosed with cancer in February this year. He was finally unable to work due to physical factors six weeks before his death, but this was not retirement because he planned to come back to cut his hair when he got better.",1
通知要求，从完善口岸城市疫情防控机制、健全疫情监测预警体系、落实边境管控措施等9个方面着力，加快补齐口岸城市防控短板弱项，毫不放松、科学精准做好防控工作，织密扎牢外防输入防线。,"It is required in the notice to lay emphasis on 9 aspects including perfecting the epidemic prevention and control mechanism of port cities, improving the epidemic monitoring and early warning system and implementing the management and control measures of port cities, to correct and improve drawbacks in epidemic prevention and control in port cities and lay emphasis on prevention and control in a scientific and accurate way, to prevent epidemic inputting.",0
得州州长阿博特25日表示：“任何飓风都是一个巨大的挑战。”,"Abbott, governor of Texas, said on July 25th: ""Any hurricane is a huge challenge. """,1
连日来，长安街沿线12座绚丽多姿、造型多样的立体花坛景观吸引了众多市民游客观赏、拍照。,"For several days, these 12 three-dimensional flower beds along Chang’an Street have attracted local residents and tourists, who come to view them and take photos.",1
而今年中网赛事的总奖金额也是再创历史新高，达到1116万美元。,"The prize money of the China Open this year is 11,160,000 dollars, setting the new record.",1
波黑奥委会主席：坚信中国有能力在特殊时期办好冬奥盛会-新华网,President of the Bosnia and Herzegovina Olympic Committee: firmly believe that China has the ability to host the Winter Olympics in a special period - Xinhuanet,1
然而，多数病患都通报，曾使用内含四氢大麻酚的电子烟产品，这是大麻中会影响精神状态的主要化合物。,"However, most patients reported that they had used e-cigarette products containing tetrahydrocannabinol, which is the main compound in marijuana that affects mental state.",1
痛经主要是因为前列腺素的分泌，生理期刚开始还没来得及痛经时赶紧吃布洛芬可有效缓解当月疼痛，痛经开始后再吃没什么用。,Dysmenorrhea is mainly due to the secretion of prostaglandins. Taking ibuprofen quickly before the beginning of the physiological period can effectively relieve the pain in the month. It is useless to eat after the beginning of dysmenorrhea.,1
以东城区为例，今年该区小学升初中特长生入学比例总体不超过全区招生计划数的5 % ， 计划招生人数为380人，到校比例不超过学校招生计划数的10 % 。,"By taking Dongcheng District as an example, the entrance proportion of pupils with special talents in junior high schools does not exceed 5% of the total number of recruitment in the district, and the planned recruitment number is 380, and the index proportion does not exceed 10% of the planned recruitment number of the schools.",0
1号竖井成功开挖到井底，标志着高黎贡山隧道正式进入水平隧道施工，待井底车场开挖和装备更换后，井下可增加4个作业面，加快隧道正洞开挖速度。,"The successful excavation of the No. 1 shaft to the bottom of the well marks the official entry of the Gaoligong Mountain Tunnel into the horizontal tunnel construction. After the excavation of the underground garage and the replacement of equipment, four operating surfaces can be added underground to speed up the excavation speed of the tunnel's main hole.",0
#NUMBER# 元已收到，是漏送的食物,"# NUMBER # yuan has been received, it is missed food",0
国际橄榄油协会将橄榄油分为初榨橄榄油（Virgin Olive Oil）和精炼橄榄油（Lampante Olive Oil或Refined Olive Oil）两大类，五个级别。,The International Olive Oil Association divides olive oil into two categories: virgin oil and refined oil.,0
他绑着沙袋练定型、卡着秒表练步速、蒙着眼睛练步幅、顶着狂风练稳定。,"He tied a sandbag to practice setting, stuck a stopwatch to practice pace, blindfolded to practice stride, against the strong wind to practice stability.",0
如果大家有什么疑问，欢迎与我沟通和交流。,"If you have any questions, please feel free to communicate and communicate with me.",1
这座创造了40余项国际、国内第一，国产化率达到98%以上的新机场，必将对周边地区的产业产生直接、间接的经济影响，为北京经济发展注入临空活力。,"This new airport, which has created more than 40 international and domestic firsts and has a localization rate of more than 98%, will certainly have a direct and indirect economic impact on the industries in the surrounding areas and inject air-to-air vitality into Beijing's economic development.",0
请问，几时送到？,"Excuse me, when will it arrive?",1
截至发稿时，菲总统府尚未确认杜特尔特的家人是否会出席SONA。,"As of press time, the Philippine presidential palace has not confirmed whether Duterte's family will attend SONA.",1
此外，针对社会热点问题 — — 就业中的性别歧视 ， 《 条例》第26条不仅禁止直接歧视，也命令禁止间接歧视，并吸收最新的联合约谈实践经验，增强对性别歧视违法行为的惩戒，更加有力地维护女性正当权益。,"In addition, aiming at the social hot spot — — the gender discrimination at workplace, the 26th item of the Regulation not only bans direct discrimination but also indirect discrimination. Drawing on the updated practical experience of joint meeting, it reinforces effects of punishment for the criminal acts gender discrimination, firmly safeguarding women’s legal right.",0
本次划转承接主体获取收益的方式是“分红为主，运作为辅 ” 。,"The way to benefit undertaking entities from this transfer is “dividends first, operation as auxiliaries second”.",0
会上，45个国家和地区纺织界代表共同发布《世界布商宣言 》 ， 共同阐述了全球纺织产业发展目标与愿景。,"At the meeting, representatives of the textile industry from 45 countries and regions jointly issued the ""World Cloth Merchants Declaration"" and jointly expounded the development goals and vision of the global textile industry.",1
马克龙表示，他希望能够“评估”这一制度，但并不将其取消，而是对其进行一定限制。,"Macron said he wanted to be able to ""evaluate"" the system, but did not remove it, but imposed certain restrictions on it.",1
他补充，警方也会胥视调查进展，而决定是否再度传召早前曾被录口供的人士问话。,He added that the police would also follow the progress of the investigation and decide whether to summon people who had previously been recorded for questioning.,0
实际上我之前闻到过。,I actually smelled it before.,1
欧米茄情侣手表，一对表，定金,"OMEGA couples watches, a pair, down payment",1
湖南大学等5所高校党委负责同志、省直有关单位负责同志作了发言。,Comrades in charge of party committees of 5 colleges and universities including Hunan University and comrades in charge of relevant units directly under the province made speeches.,0
今年云栖大会上，连续三年亮相的“城市大脑”依然引人关注。,"At this year's Yunqi Conference, the ""urban brain,"" which appeared for three consecutive years, still attracted attention.",0
中伏首日：北京暂别高温酷暑 开启降雨模式-新华网,The first day of Zhongfu: Beijing bids farewell to the high temperature and heat and starts the rain mode-Xinhuanet,0
此外，中方还派出警务实战教官团赴老挝人民军122、133边防连队开展警务实战技能交流，有效提升双方执法队员联合处置突发事件的应急能力。,"On top of that, the Chinese side sent a delegation of police instructors to the Laotian 122 and 133 border defense force for exchanging practical police skills. This would significantly improve the emergency response capacity of both sides' law enforcement teams to handle unexpected accidents.",1
实用商务英语口语情景100+ 商务英语口语大百科（附赠多重口语学习赠品）,Practical Business English Speaking Scenarios 100 + Business English Speaking Encyclopedia (with multiple oral learning gifts).,1
可以先豁免，到你们调查完再收取我的月费，这样行吗？,"Can I waive it first, and then charge my monthly fee after your investigation is complete. Is that ok?",0
新华社西宁7月25日电（记者王金金）记者从三江源国家公园管理局长江源园区可可西里管理处五道梁保护站获悉，监测显示，此前前往可可西里腹地卓乃湖区域迁徙产仔的藏羚羊正陆续结束产仔，开始携幼仔返回原栖息地。,"Xinhua News Agency, Xining, July 25 (Reporter Wang Jinjin) The reporter learned from the Wudaoliang Protection Station of Hoh Xil Management Office in the Yangtze River Source Park of the Sanjiangyuan National Park Administration that monitoring showed that Tibetan antelopes who had migrated to the Zhuonai Lake area in the hinterland of Hoh Xil to give birth were gradually ending their births and began to return to their original habitat with their cubs.",0
阿联酋副总统兼总理、迪拜酋长穆罕默德、迪拜王储哈姆丹、阿联酋国际合作事务国务部长、迪拜世博局主任莉姆·哈希米等出席了发布仪式。,"Vice President and Prime Minister of the United Arab Emirates, Sheikh Mohammed of Dubai, Crown Prince Hamdan of Dubai, Minister of State for International Cooperation of the United Arab Emirates and Director of the Dubai World Expo Bureau Lim Hashimi attended the launch ceremony.",0
“最好原则”的最大问题在于门槛太高，它往往超越了普通人的能力极限，让绝大多数人“望门兴叹 ” 。,"The biggest problem with the “best principle” is that the threshold is too high. It often exceeds the limits of ordinary people's abilities, making most people “look at the door and sigh.”",0
不过如果你在宇宙中度假的时候 听到这个声音， 我建议你赶快跑。,"But if you hear this sound when you are on vacation in the universe, I suggest you run quickly.",1
希望店铺百忙之中都要检查一下出品,I hope that the store will check the products during its busy schedule,0
每年7月最后一个星期日是俄罗斯海军日。,The last Sunday in July is Russian Navy Day.,1
一本关于颜色的黑书 彭懿精装插图3到6岁儿童绘本图画书博洛尼亚获奖 入选新阅读基础目录 学前幼儿读物 接力出版社正版,A black book about colors Peng Yi hardback illustrated children's picture book from 3 to 6 years old Bologna won the award and was selected into the new reading basic directory Preschool children's books genuine edition of Relay Press,1
首先要看这个机构的师资力量，如果师资力量不够强大的话，这个培训机构就没有什么意义了，当然一些新开的培训机构师资力量都不是特别强。,"First of all, it depends on the faculty strength of this institution. If the faculty strength is not strong enough, this training institution has no meaning. Of course, some newly opened training institutions do not have particularly strong faculty strength.",0
（根据路透社报道）,(According to Reuters),1
该款保质期（年）4年，产品产地浙江湖州，是否为特殊用途化妆品否，功效舒缓镇静，功效美白，净含量（mL/g）套装，功效补水，适合肤质任何肤质，功效保湿，产品包装有外盒，功效细致毛孔，功效深层清洁， 目前已有22万+人评价 ，获得了98%的好评率 ，评价其用着舒服，比较高档，装得挺好 。,"The shelf life (years) 4 years, the product origin of Zhejiang Huzhou, whether for special purpose cosmetics No, efficacy soothing and calming, efficacy whitening, net content (mL / g) set, efficacy hydration, suitable for any skin type, efficacy moisturizing, product packaging with an outer box, efficacy meticulous pores, efficacy deep cleansing, currently 220,000 + people have rated , received 98% positive feedback , evaluation of its use of comfortable, more Upscale, loaded quite well .",0
此外，从回购支付金额来看，今年有6家上市公司回购金额超10亿元。,"In addition, in terms of the amount of repurchase payment, six listed companies repurchased more than 1 billion yuan this year.",1
现在我们把它们压缩到60公里之内。,Now let's compress them down to 60 kilometers.,1
该车搭载5G新媒体移动云制播系统，利用5G+4K/8K+AI技术，实现线上线下、大屏小屏，电视广播的有机结合。,"The car is equipped with a 5G new media mobile cloud production and broadcast system, and uses 5G 4K/8K AI technology to realize the organic combination of online and offline, large and small screens, and TV broadcasting.",0
我要怎样给钱？,How do I give the money?,1
我在#ADDRESS#，美新里那个分店,I'm at #ADDRESS #，美新里那个分店,0
招待会由科技部部长王志刚主持。,"The reception was presided over by Wang Zhigang, Minister of Science and Technology.",1
那个时间不断延迟,That time was constantly delayed.,1
产地：中国大陆,Country of origin: Mainland China,1
第二十四条 申请初始注册的，应当自取得一级、二级注册消防工程师资格证书之日起1年内提出申请。,Article 24 An application for initial registration shall be submitted within one year from the date of obtaining the qualification certificate of a first-class or second-class registered fire control engineer.,0
阿联酋副总统兼总理、迪拜酋长穆罕默德、迪拜王储哈姆丹、阿联酋国际合作事务国务部长、迪拜世博局主任莉姆·哈希米等出席了发布仪式。,"UAE Vice President and Prime Minister, Dubai Chief Mohammed, Dubai Crown Prince Hamdan, UAE Minister of State for International Cooperation, Director of Dubai Expo Bureau Lim Hashimi and others attended the launch ceremony.",0
据悉，此次展览将展出至11月2日。,It is reported that the exhibition will be on display until November 2.,1
从每年攀升的PMP（国际认证的项目管理专业人士资格）报名人数来看，越来越多的项目管理从业人员通过学习来提升自己的项目管理能力。,"Judging from the annual increase in the number of PMP (internationally certified project management professional qualification) applicants, more and more project management practitioners are learning to improve their project management skills.",1
近日，对于工地上存在不少超龄农民工(超过退休年龄)的现象，长年在建筑业做工程承包商的邹奎感叹说。,"Zou Kui, a contractor who has worked in the construction industry for years, wrote recently on the common scene of over-aged migrant workers (above the retirement age) on construction sites.",0
套系价格：1000元,Set price: 1000 yuan,0
入口浓醇清新，略带香草及浓烈的烟熏麦芽味道。,"It tastes mellow and fresh, with a slight taste of vanilla and strong smoked malt.",1
各海湾国家认为，不解决伊朗导弹问题，不采取行动来遏制伊朗在该地区的活动是有缺陷的。,The Gulf states believe that failure to resolve the Iranian missile issue and take action to curb Iranian activities in the region is flawed.,1
中新网重庆7月26日电 (记者 刘贤)重庆市发展和改革委员会26日发布消息称，该市截至目前已退捕渔民4404人，占全部涉及渔民的42.54% 。,"chinanews.com, Chongqing, July 26 (Reporter Liu Xian) The Chongqing Development and Reform Commission announced on the 26th that the city has so far returned 4404 fishermen, accounting for 42.54% of all fishermen involved.",0
我们希望通过这次活动，实现以幼儿带动家庭，幼儿园带动社会的效果，倡导环保理念 。,"We hope that through this activity, we can achieve the effect of using young children to drive the family and kindergarten to drive the society, and advocate the concept of environmental protection.",1
刘德华刘青云能否“拆”出新火花-新华网,"Can Andy Lau and Liu Qingyun ""dismantle"" a new spark - Xinhuanet",0
这意味着我们有了某种形式的自我复制。,This means that we have some form of self - replication.,1
"颜色分类：液滴芯片1,液滴芯片2,液滴芯片3,液滴芯片4,液滴芯片5,液滴芯片6,液滴芯片7,液滴芯片8,双层液滴","Color classification: droplet chip 1, droplet chip 2, droplet chip 3, droplet chip 4, droplet chip 5, droplet chip 6, droplet chip 7, droplet chip 8, double layer droplet",1
据了解，今年的“中伏”有20天，从7月26日开始，至8月14日结束。,"It is understood that this year's ""Zhongfu"" has 20 days, starting from July 26 and ending on August 14.",1
此外，政府消费支出与投资拉动经济增长0.82个百分点。,"In addition, government consumer spending and investment drove economic growth by 0.82 percentage points.",1
从增强“四个意识 ” 、 做到“两个维护 ” 、 践行初心使命的政治高度，认真完成好主题教育各项规定动作特别是扎实整改检视出来的系列问题，统筹做好学校改革发展各项工作，做到“两不误两促进 ” 。,"From the political height of strengthening “four consciousnesses”, achieving “two maintenances” and fulfilling the original aspiration and mission, conscientiously complete the various of the prescribed actions about the theme education, especially solidly rectify the series of reviewed problems, and coordinate the school reform and development so as to achieve the material and spiritual progress accordingly.",0
庭审过程中，周某对自己的不法事实和行为供认不讳，并愿意承担附带民事责任。,"During the trial, Zhou confessed to his illegal facts and actions and was willing to bear incidental civil liability.",0
这3人都是学生，本月初从国外旅行回来，由于均为轻症，并未入院治疗。,"All three students came back from a trip abroad at the beginning of this month, and they were not hospitalized because they were all mild.",1
但行人乱穿马路、闯红灯、非机动车不按交通指示灯通行；高空抛物、车窗抛物；公共场所吸烟、公共场所遛狗且放任随地大小便等不文明行为仍十分突出，且容易反弹，需尽快解决。,"However, uncivilized behaviors such as pedestrians crossing roads, running red lights, and non-motorized vehicles not passing traffic lights; parabolic parachutes, parabolic windows, and smoking in public places, walking dogs in public places, and letting them defecate everywhere are still very prominent and are easy to rebound. It needs to be resolved as soon as possible.",0
我目前向你们展示的所有数据所揭示的 都是同一样的东西。,All of the data I'm showing you right now reveals the same thing.,1
是同一位骑手给我送吗？,Did the same rider send it to me?,0
发言人强调，中国政府是网络安全的坚定维护者，一贯坚决反对并打击任何形式的网络攻击和网络犯罪。,The spokesman stressed that the Chinese government is a staunch defender of cyber security and has always resolutely opposed and combated any form of cyber attacks and cyber crimes.,1
截至7月25日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例288例（其中重症病例18例），累计治愈出院病例78908例，累计死亡病例4634例，累计报告确诊病例83830例，现有疑似病例3例。,"As of 24:00 on July 25, 31 provinces (autonomous regions, municipalities directly under the Central Government) and the Xinjiang Production and Construction Corps reported 288 confirmed cases (including 18 severe cases), 78,908 cured and discharged cases, 4,634 deaths, 83,830 confirmed cases, and 3 suspected cases.",0
蓝黑军团18次获得联赛冠军，并且从未降级。,The Nerazzurri won the league championship 18 times and have never been relegated.,1
俄总统、武装力量最高统帅普京出席了波罗的海舰队的阅兵式。,"Russian President and Putin, the highest commander of the armed forces, attended the parade of the Baltic Fleet.",0
散热效果：散热非常好，基本无热度 轻薄程度：方便携带 外观材质：Thinkpad传统设计，满意,"Heat dissipation effect: very good heat dissipation, basically no heat Thinness: easy to carry Appearance material: Thinkpad traditional design, satisfactory",0
“智汇潇湘”2021中国国际轨道交通和装备制造产业人才峰会开幕 - 滚动新闻 - 湖南日报网 - 华声在线,"""Zhihui Xiaoxiang"" 2021 China International Rail Transit and Equipment Manufacturing Industry Talent Summit Opens-Rolling News-Hunan Daily-Huasheng Online",0
中国古董拍卖精华:瓷器英文版【正版书籍 闪电发货】,Chinese Antique Auction Essence: Porcelain English Edition 【Genuine Books Lightning Delivery】,1
正如白皮书所指出的，中国的这条发展道路，符合中国国情，适应时代要求，将随着时代前进越来越显示出光明的发展前景。,"As pointed out in the white paper, China's development path is in line with China's national conditions and adapts to the requirements of the times, and will show more and more bright development prospects as the times move forward.",1
马华总会长拿督斯里魏家祥表示，马华中委会原定于今年11月2日及3日召开中央代表大会，但由于丹绒比艾国会议席的补选，因此大会的日期可能会有所变动。,"The president of the MCA, Dato Sri Wei Jiaxiang, said that the MCA was scheduled to hold the Central Congress on November 2 and 3 this year. However, due to the by-election of the parliamentary seat of Dandenong Biai, the date of the Congress may be changed.",0
他差两个餐没送，但有个 order 已完结,"He is two meals short of delivery, but there is an order that has been completed",1
与荷兰的比赛前两局，中国女排的表现一如既往的强势，分别以25:19，25:16先下两城，直到第三局，队伍遇到了挫折。,"In the first two innings of the game with the Netherlands, the performance of the Chinese women's volleyball team was as strong as ever. They went to the two cities at 25:19 and 25:16 respectively. Until the third game, the team encountered setbacks.",0
小型车“Demio（德米欧 ） ” 等的销量减少。,"Sales of small cars such as ""Demio"" decreased.",1
为了给市场讲出新的故事，扎克伯格讲了 “元宇宙”.,"To tell a new story to the market, Zuckerberg spoke about the ""metaverse.""",1
部分书籍卖价高于定价，介者慎拍,Some books sell at a higher price than their list price so please be careful when buying them,1
他认为该项目很可能不会真正实施，但会有助于加强两国关系。,"He believes that the project will probably not really be implemented, but it will help to strengthen bilateral relations.",1
是否已取消了,whether it has been cancelled,1
它们在能源方面更加高效。,They're more energy efficient.,1
每年的3至6月，是油橄榄树开花坐果的时间，7至10月果实开始发育并且成熟，果实从绿色过渡到红色，紫色，最后变黑。,"Every year from March to June, it is the time for olive trees to blossom and bear fruit. From July to October, the fruits begin to develop and mature, and the fruits transition from green to red and purple, and finally turn black.",1
他既继承了戴高乐主义独立自主的外交精神，又坚定支持欧洲一体化，是追逐“欧洲梦”的代表人物。,"He not only inherited the independent spirit of Charles de Gaullism, but also firmly supported European integration, and was a representative of the pursuit of the ""European Dream"".",0
战术在于“do the things right”，也就是把事做对。,"Tactics are ""do the things right,"" which is to do things right.",0
以免再次发生这样的事情,So as not to happen again,1
据悉，本次增持计划实施前，温伟直接持有塞力斯858万股股份，占公司总股本的4.18 % ， 控股股东天津市瑞美科学仪器有限公司（以下简称“天津瑞美 ” ） 持有公司8218.35万股股份，占公司总股本的40.06 % ， 温伟持有天津瑞美66.06%股份，是公司的实际控制人。,"It is reported that before the implementation of this increase plan, Wen Wei directly held 8.58 million shares of Selis, accounting for 4.18% of the company's total share capital. The controlling shareholder, Tianjin Ruimei Scientific Instruments Co. Ltd. (hereinafter referred to as ""Tianjin Ruimei""), held 82.1835 million shares of the company, accounting for 40.06% of the company's total share capital. Wen Wei held 66.06% of Tianjin Ruimei's shares and was the actual controller of the company.",0
袋子上没有单据,There are no documents on the bag,1
不知道要等到什么时候,Not sure when to wait.,1
目前我们已经接受了批评。,So far we have accepted the criticism.,0
不是订单延迟,It's not an order delay,1
赴宴来支雲，留下好心情！,"Come to Zhiyun to attend a banquet, and stay in a good mood!",1
目前，长江江西段和中国最大淡水湖鄱阳湖水位呈高位缓退状态。,"At present, the water level in Jiangxi section of the Yangtze River and Poyang Lake, China's largest freshwater lake, is in a state of high level and slow decline.",0
不错不错，香港**上查的到该机器序列号，品质应该OK的。,"good good, Hong Kong ** on the check to the machine serial number, the quality should be OK.",0
“捕上来的鱼鳞片都是黑的，剖开后里面也是黑的。”,"""The fish scales that were caught were all black, and the inside was also black after being cut open.""",1
随后县里成立了推广小组，在王伯祥的动员下，王乐义在各个乡镇巡回指导；第一年就推广了5000多个蔬菜大棚，之后蔬菜大棚如燎原之势推向全县乃至全国。,"Subsequently, the county set up a promotion team. Under the mobilization of Wang Boxiang, Wang Leyi toured and guided in various towns and villages; more than 5,000 vegetable greenhouses were promoted in the first year, and then the vegetable greenhouses were pushed to the whole county and even the whole country.",1
在每个注册有效期内，各级别注册消防工程师应当按照规定完成相应的继续教育。,"During every registration period, registered fire engineers at all levels shall complete corresponding continuing education as required.",1
同样的国家 同样的不平等测量方法， 问题一个接一个。,"The same method of measuring inequality in the same country, one problem after another.",1
声明还说，美国国防部长埃斯珀同时批准将两套“爱国者”防空系统和一套“萨德”反导系统列入准备部署序列。,"The statement also said that US Defense Secretary Esper also approved the inclusion of two ""Patriot"" air defense systems and a ""Sade"" anti-missile system in the preparatory deployment sequence.",0
我们需要把它们解码成简单的序列 —— 基本上就是我们的建筑运作的DNA。,We need to decode them into simple sequences - basically the DNA of how our architecture works.,1
为支持金融科技的发展，特区政府也已推出“千人计划”，资助本地金融科技公司、初创及其他有金融科技相关业务的企业，以创造1000个新职位，聘用本地人才及丰富香港的金融科技人才库。,"To support the development of fintech, the SAR government has also launched the “Thousand Talents Plan” to subsidize local fintech companies, start-ups and other companies with fintech-related businesses to create 1,000 new jobs, hire local talents and enrich Hong Kong’s finances Science and technology talent pool.",0
展览区红色文创产品、革命老区土特产品等琳琅满目，引来各地游客争相购买。,"The exhibition area is full of red cultural and creative products, native products from the old revolutionary base areas, etc., attracting tourists from all over the world to buy them.",1
