input,output,label
Xiao said conditions in the labour camp were so brutal they drove another activist sentenced with Wang to attempt suicide .,"[{""text"": ""Wang"", ""type"": ""PER""}, {""text"": ""Xiao"", ""type"": ""PER""}]",1
"In the bond market , the 30-year Treasury bond fell 23/32 of a point , or $ 7.1875 on a $ 1,000 bond , raising its yield to 7.04 percent -- the highest since July 31 -- from 6.98 percent at Wednesday 's close .","[{""text"": ""Treasury"", ""type"": ""ORG""}]",1
BONN 1996-08-30,"[{""text"": ""##ONN"", ""type"": ""LOC""}, {""text"": ""B"", ""type"": ""LOC""}]",0
Result in an international,[],1
"He was scheduled to undergo back surgery next month , but that was cancelled when the cancer was discovered in his liver in order to avoid delaying the start of chemotherapy .",[],1
Hizbollah ( Party of God ) gunmen have waged a guerrilla war to oust Israel from the area .,"[{""text"": ""Israel"", ""type"": ""LOC""}, {""text"": ""Hizbollah"", ""type"": ""ORG""}, {""text"": ""Party of God"", ""type"": ""ORG""}]",1
Division three,[],1
"Davies also noted : "" We 've talked about the passport restriction for travel to Libya "" but he did not elaborate .","[{""text"": ""Libya"", ""type"": ""LOC""}, {""text"": ""Davies"", ""type"": ""PER""}]",1
"The result helped erase memories of Ireland 's visit to the Eschen stadium 14 months ago , when Jack Charlton 's side were held to a frustrating 0-0 draw which ultimately cost them a place in the European championship finals .","[{""text"": ""Eschen"", ""type"": ""LOC""}, {""text"": ""Ireland"", ""type"": ""LOC""}, {""text"": ""European"", ""type"": ""MISC""}, {""text"": ""Jack Charlton"", ""type"": ""PER""}]",1
""" I did n't really feel good to begin with , I had problems finding the timing on the ball , seeing the ball , "" said Edberg , who upset Wimbledon champion and fifth-seeded Richard Krajicek in the first round .","[{""text"": ""Wimbledon"", ""type"": ""MISC""}, {""text"": ""Edberg"", ""type"": ""PER""}, {""text"": ""Richard Krajicek"", ""type"": ""PER""}]",1
Newport 29 Caerphilly 10,"[{""text"": ""Caerphilly"", ""type"": ""ORG""}, {""text"": ""Newport"", ""type"": ""ORG""}]",1
CRICKET - LEICESTERSHIRE TAKE OVER AT TOP AFTER INNINGS VICTORY .,[],0
No trace of two missing teenagers in Belgium .,"[{""text"": ""Belgium"", ""type"": ""LOC""}]",1
TRIPOLI 1996-08-30,"[{""text"": ""##RIPOLI"", ""type"": ""LOC""}, {""text"": ""T"", ""type"": ""LOC""}]",0
Election day for those living inside Bosnia is September 14 .,"[{""text"": ""Bosnia"", ""type"": ""LOC""}]",1
""" The opportunity to import ( Mexican avocados ) probably wo n't become possible for another year , "" said Paul Drazek , senior trade advisor to Agriculture Secretary Dan Glickman .","[{""text"": ""Mexican"", ""type"": ""MISC""}, {""text"": ""Dan Glickman"", ""type"": ""PER""}, {""text"": ""Paul Drazek"", ""type"": ""PER""}]",1
Keith O'Neill of Norwich City joins Niall Quinn up front .,"[{""text"": ""Norwich City"", ""type"": ""ORG""}, {""text"": ""Keith O ' Neill"", ""type"": ""PER""}, {""text"": ""Niall Quinn"", ""type"": ""PER""}]",0
The player suffered severe head injuries in a near-fatal car crash the following year and has since struggled to regain the form that made him a hero in Turin .,"[{""text"": ""Turin"", ""type"": ""LOC""}]",1
Ulsan 1 0 2 8 9 3,"[{""text"": ""Ulsan"", ""type"": ""ORG""}]",1
"But I think he served pretty well when he had to . """,[],1
R. Croft b Waqar Younis 15,"[{""text"": ""##aq"", ""type"": ""PER""}, {""text"": ""##ar Younis"", ""type"": ""PER""}, {""text"": "". Croft"", ""type"": ""PER""}, {""text"": ""R"", ""type"": ""PER""}, {""text"": ""W"", ""type"": ""PER""}]",0
Hanwha 58 1 49 .542 6,"[{""text"": ""Hanwha"", ""type"": ""ORG""}]",1
"U.S. Agriculture Department officials said Friday that Mexican avocados -- which are restricted from entering the continental United States -- will not likely be entering U.S. markets any time soon , even if the controversial ban were lifted today .","[{""text"": ""U. S."", ""type"": ""LOC""}, {""text"": ""United States"", ""type"": ""LOC""}, {""text"": ""Mexican"", ""type"": ""MISC""}, {""text"": ""U. S. Agriculture Department"", ""type"": ""ORG""}]",0
Scorers :,[],1
"Shares of Douglas & Lomason Co were up 4-1/2 at 30-5/8 Friday afternoon after Thursday 's announcement that the vehicle seat maker had agreed to be acquired by Magna International Inc for $ 31 a share , or $ 135 million .","[{""text"": ""Douglas & Lomason Co"", ""type"": ""ORG""}, {""text"": ""Magna International Inc"", ""type"": ""ORG""}]",1
"But the prices may move in a close range following a continued market uptrend . """,[],1
London ),"[{""text"": ""London"", ""type"": ""LOC""}]",1
Current 1.30 1.35 1.09,[],1
Vera Haller,"[{""text"": ""Vera Halle"", ""type"": ""PER""}]",0
It gave no further details .,[],1
Results of Major League,"[{""text"": ""Major League"", ""type"": ""MISC""}]",1
CRICKET - SRI LANKA BEAT AUSTRALIA BY FOUR WICKETS .,"[{""text"": ""AUSTRALIA"", ""type"": ""LOC""}, {""text"": ""SRI LANKA"", ""type"": ""LOC""}]",1
Atlanta Games silver medal winner Edwards has called on other leading athletes to take part in the Sarajevo meeting -- a goodwill gesture towards Bosnia as it recovers from the war in the Balkans -- two days after the grand prix final in Milan .,"[{""text"": ""Balkans"", ""type"": ""LOC""}, {""text"": ""Bosnia"", ""type"": ""LOC""}, {""text"": ""Milan"", ""type"": ""LOC""}, {""text"": ""Sarajevo"", ""type"": ""LOC""}, {""text"": ""Atlanta Games"", ""type"": ""MISC""}, {""text"": ""Edwards"", ""type"": ""PER""}]",1
"Shares on the Dhaka Stock Exchange ( DSE ) may remain steady as small investors are expected to target mainly blue chips while overseas investors will prefer to keep to the sidelines when the market reopens after Moslem Friday weekend , brokers said .","[{""text"": ""Moslem"", ""type"": ""MISC""}, {""text"": ""DSE"", ""type"": ""ORG""}, {""text"": ""Dhaka Stock Exchange"", ""type"": ""ORG""}]",1
WASHINGTON 1996-08-30,"[{""text"": ""WASHINGTON"", ""type"": ""LOC""}]",1
In 1994 he served two months for shooting a thief in the backside .,[],1
"Tarango , whose Wimbledon tantrum two years ago brought him a $ 28,000 fine and suspension from this year 's tournament at the All-England Club , argued calls and taunted fans in his lively two hour , 24 minute tango with Rios on the grandstand .","[{""text"": ""Wimbledon"", ""type"": ""MISC""}, {""text"": ""All - England Club"", ""type"": ""ORG""}, {""text"": ""Rio"", ""type"": ""PER""}, {""text"": ""Tarango"", ""type"": ""PER""}]",0
elected to bat against Sri Lanka in the third day-night limited,"[{""text"": ""Sri Lanka"", ""type"": ""LOC""}]",1
The judge overturned a decision to shut down Hen Vipheak 's newspaper .,"[{""text"": ""##k"", ""type"": ""ORG""}, {""text"": ""##n"", ""type"": ""ORG""}, {""text"": ""He"", ""type"": ""PER""}, {""text"": ""Viphea"", ""type"": ""PER""}]",0
"The spare , soft-spoken son of an Italian stonecutter took over the Chicago archdiocese , the nation 's second-largest after Los Angeles , with 2.3 million parishioners , in 1982 .","[{""text"": ""Chicago"", ""type"": ""LOC""}, {""text"": ""Los Angeles"", ""type"": ""LOC""}, {""text"": ""Italian"", ""type"": ""MISC""}]",1
The Braves took the second game when Chipper Jones singled home the tying run in the top of the ninth and Andruw Jones took advantage of a poor throw to score the go-ahead run on a sacrifice fly for a 6-5 victory .,"[{""text"": ""Braves"", ""type"": ""ORG""}, {""text"": ""##per Jones"", ""type"": ""PER""}, {""text"": ""##w Jones"", ""type"": ""PER""}, {""text"": ""Andru"", ""type"": ""PER""}, {""text"": ""Chip"", ""type"": ""PER""}]",0
"Italian Foreign Minister Lamberto Dini on Saturday met former Tanzanian president Julius Nyerere , the international negotiator for Burundi , the ministry said .","[{""text"": ""Burundi"", ""type"": ""LOC""}, {""text"": ""Italian"", ""type"": ""MISC""}, {""text"": ""Tanzanian"", ""type"": ""MISC""}, {""text"": ""##o Dini"", ""type"": ""PER""}, {""text"": ""Julius Nyerere"", ""type"": ""PER""}, {""text"": ""Lambert"", ""type"": ""PER""}]",0
"Tin was unchanged at 36,000 rupees , so did zinc at 6,300 rupees and lead at 4,900 rupees .",[],1
"Since 1993 , 24 children have been killed by the explosive force of automotive air bags , which inflate at speeds up to 200 miles per hour .",[],1
Before the match Deportivo chairman Augusto Lendoiro said he would ignore a FIFA decision banning Brazilian midfielder Mauro Silva from playing in the match for failing to join his national side 's tour of Europe .,"[{""text"": ""Europe"", ""type"": ""LOC""}, {""text"": ""Brazilian"", ""type"": ""MISC""}, {""text"": ""Deportivo"", ""type"": ""ORG""}, {""text"": ""FIFA"", ""type"": ""ORG""}, {""text"": ""##uro Silva"", ""type"": ""PER""}, {""text"": ""Augusto Lendoiro"", ""type"": ""PER""}, {""text"": ""Ma"", ""type"": ""PER""}]",0
"Janet Dewey , executive director of the industry-funded National Automobile Occupant Protection Campaign , said most of the injuries to children occurred because they were not wearing seatbelts .","[{""text"": ""National Automobile Occupant Protection Campaign"", ""type"": ""ORG""}, {""text"": ""Janet Dewey"", ""type"": ""PER""}]",1
"Canadian bonds open softer , spreads to U.S. shrink .","[{""text"": ""U. S."", ""type"": ""LOC""}, {""text"": ""Canadian"", ""type"": ""MISC""}]",0
"However , the 1991 and 1992 champion is not ready to start making plans to be in next week 's final .",[],1
"Ponting , Michael Slater , Darren Lehmann , Mark Waugh , Steve","[{""text"": ""Darren Lehmann"", ""type"": ""PER""}, {""text"": ""Mark Waugh"", ""type"": ""PER""}, {""text"": ""Michael Slater"", ""type"": ""PER""}, {""text"": ""Ponting"", ""type"": ""PER""}, {""text"": ""Steve"", ""type"": ""PER""}]",1
Boxing-Bruno quits on doctor 's advice .,"[{""text"": ""Bruno"", ""type"": ""PER""}]",0
UNITED STATES - Prices of U.S. Treasury securities were trading sharply lower near midday after a surprisingly strong Chicago Purchasing Managers ' report shook the markets ahead of the long Labour Day weekend .,"[{""text"": ""Labour Day"", ""type"": ""MISC""}, {""text"": ""Chicago Purchasing Managers"", ""type"": ""ORG""}, {""text"": ""U. S. Treasury"", ""type"": ""ORG""}, {""text"": ""UNITED"", ""type"": ""ORG""}]",0
"A group of heavily-armed men attacked a military convoy in the western Mexican state of Michoacan on Friday , killing one soldier and wounding two , radio reports said .","[{""text"": ""##choacan"", ""type"": ""LOC""}, {""text"": ""Mi"", ""type"": ""LOC""}, {""text"": ""Mexican"", ""type"": ""MISC""}]",0
CRICKET - AUSTRALIA WIN TOSS AND CHOOSE TO BAT .,"[{""text"": ""AUSTRALIA"", ""type"": ""LOC""}]",1
COLORADO 70 66 .515 6,"[{""text"": ""COLORADO"", ""type"": ""ORG""}]",1
Relations between the two countries are currently under strain because of the testimony in a Berlin court of former Iranian president Abolhassan Banisadr .,"[{""text"": ""Berlin"", ""type"": ""LOC""}, {""text"": ""Iranian"", ""type"": ""MISC""}, {""text"": ""##bolhassan Banisadr"", ""type"": ""PER""}, {""text"": ""A"", ""type"": ""PER""}]",0
Chicago 11 TORONTO 2,"[{""text"": ""##RONTO"", ""type"": ""ORG""}, {""text"": ""Chicago"", ""type"": ""ORG""}, {""text"": ""TO"", ""type"": ""ORG""}]",0
The message was distributed to the press by the South Korean unification ministry .,"[{""text"": ""South Korean"", ""type"": ""MISC""}]",1
It involves the withdrawal of Russian troops sent to Chechnya in December 1994 to crush the separatists and a postponement of the issue at the heart of the conflict -- the status of the mainly-Moslem North Caucasus region .,"[{""text"": ""Chechnya"", ""type"": ""LOC""}, {""text"": ""North Caucasus"", ""type"": ""LOC""}, {""text"": ""##m"", ""type"": ""MISC""}, {""text"": ""Mosle"", ""type"": ""MISC""}, {""text"": ""Russian"", ""type"": ""MISC""}]",0
"GOLF - HENKE TAKES LEAD IN MILWAUKEE , WOODS MAKES PRO DEBUT .","[{""text"": ""MI"", ""type"": ""LOC""}, {""text"": ""##LWA"", ""type"": ""ORG""}, {""text"": ""H"", ""type"": ""PER""}]",0
SOCCER - U.S. BEAT EL SALVADOR 3-1 .,"[{""text"": ""##L"", ""type"": ""LOC""}, {""text"": ""U. S"", ""type"": ""LOC""}, {""text"": ""E"", ""type"": ""ORG""}, {""text"": ""SALVAD"", ""type"": ""ORG""}]",0
""" The Fed 's stance has really sensitized us to all this data , "" one analyst said . ""","[{""text"": ""Fed"", ""type"": ""ORG""}]",1
Shrs offered by company N / A,[],1
"Surrey all-rounder Adam Hollioake was making his England debut , replacing Lancashire batsman Graham Lloyd , with seamer Peter Martin again being omitted from the 13 .","[{""text"": ""England"", ""type"": ""LOC""}, {""text"": ""Lancashire"", ""type"": ""ORG""}, {""text"": ""Surrey"", ""type"": ""ORG""}, {""text"": ""Adam Hollioake"", ""type"": ""PER""}, {""text"": ""Graham Lloyd"", ""type"": ""PER""}, {""text"": ""Peter Martin"", ""type"": ""PER""}]",1
ENHANCEMENTS : None BANK QUAL : Y,[],1
"The Carl Vinson leads a battle group that includes seven other ships , and there are nine other U.S. ships in the Gulf for a total of 20 .","[{""text"": ""Gulf"", ""type"": ""LOC""}, {""text"": ""U. S."", ""type"": ""LOC""}, {""text"": ""Carl Vinson"", ""type"": ""PER""}]",0
""" I think this morning 's Canadian numbers were very supportive of narrower spreads , particularly the current account number , "" said Jim Webber , director of fixed-income research with TD Securities Inc .","[{""text"": ""Canadian"", ""type"": ""MISC""}, {""text"": ""TD Securities Inc"", ""type"": ""ORG""}, {""text"": ""Jim Webber"", ""type"": ""PER""}]",1
CLEVELAND 80 53 .602 -,"[{""text"": ""##LEVELAND"", ""type"": ""ORG""}, {""text"": ""C"", ""type"": ""ORG""}]",0
"Bristol : Gloucestershire 183 and 185-6 ( J. Russell 56 not out ) , Northamptonshire 190 ( K. Curran 52 ; A. Smith 5-68 ) .","[{""text"": ""Bristol"", ""type"": ""LOC""}, {""text"": ""Gloucestershire"", ""type"": ""ORG""}, {""text"": ""Northamptonshire"", ""type"": ""ORG""}, {""text"": "". Curran"", ""type"": ""PER""}, {""text"": "". Russell"", ""type"": ""PER""}, {""text"": "". Smith"", ""type"": ""PER""}, {""text"": ""A"", ""type"": ""PER""}, {""text"": ""J"", ""type"": ""PER""}, {""text"": ""K"", ""type"": ""PER""}]",0
"The source , who spoke on condition of anonymity , said Azerbaijani presidential adviser Vafa Gulizade and his Armenian counterpart Zhirayr Liparityan met to discuss the disputed enclave on Wednesday and had now flown home .","[{""text"": ""Armenian"", ""type"": ""MISC""}, {""text"": ""Azerbaijani"", ""type"": ""MISC""}, {""text"": ""##a Gulizade"", ""type"": ""PER""}, {""text"": ""##af"", ""type"": ""PER""}, {""text"": ""##hiray"", ""type"": ""PER""}, {""text"": ""##r Liparityan"", ""type"": ""PER""}, {""text"": ""V"", ""type"": ""PER""}, {""text"": ""Z"", ""type"": ""PER""}]",0
""" Certain powers can be delegated from the provincial level , towards the sub-regions , "" he said .",[],1
Assault charges dropped against Surinam ex-rebel .,"[{""text"": ""Surinam"", ""type"": ""LOC""}]",1
BERLIN 1996-08-30,"[{""text"": ""##ERLIN"", ""type"": ""LOC""}, {""text"": ""B"", ""type"": ""LOC""}]",0
"Duran , whose 97-12 record spans three decades , hopes a win in the 10-round bout will earn him a rematch against Puerto Rico 's Hector "" Macho "" Camacho .","[{""text"": ""Puerto Rico"", ""type"": ""LOC""}, {""text"": ""Camacho"", ""type"": ""PER""}, {""text"": ""Duran"", ""type"": ""PER""}, {""text"": ""Hector"", ""type"": ""PER""}, {""text"": ""Macho"", ""type"": ""PER""}]",0
"Mike Mordecai singled , doubled and homered for Atlanta , which has won 14 of its last 19 games and has the best record in the majors , 84-50 .","[{""text"": ""Atlanta"", ""type"": ""LOC""}, {""text"": ""Mike Mordecai"", ""type"": ""PER""}]",1
"Crowds of pro-independence Chechens greeted a newly-signed peace deal by singing , dancing and firing guns in the air on Saturday , but the celebrations held a trace of uncertainty .","[{""text"": ""Chechens"", ""type"": ""MISC""}]",1
Results from the U.S. Open Tennis Championships at the National Tennis Centre on Friday ( prefix number denotes seeding ) :,"[{""text"": ""National Tennis Centre"", ""type"": ""LOC""}, {""text"": ""U. S. Open Tennis Championships"", ""type"": ""MISC""}]",0
July 9 v Minor Counties XI,"[{""text"": ""Minor Counties XI"", ""type"": ""ORG""}]",1
Government cash balances 3.54 - 0.629 +0.089,[],1
Lead Underwriter Bear Stearns & Co Inc,"[{""text"": ""Bear Stearns & Co Inc"", ""type"": ""ORG""}]",1
""" I knew he had problems with something , "" Edberg said . ""","[{""text"": ""Edberg"", ""type"": ""PER""}]",1
Albion 3 3 0 0 5 0 9,"[{""text"": ""Albion"", ""type"": ""ORG""}]",1
"They said a fire broke out at Shul'ala restaurant in the early hours on Saturday in al-Daih village , five km ( three miles ) west of the capital Manama .","[{""text"": ""Manama"", ""type"": ""LOC""}, {""text"": ""Shul ' ala"", ""type"": ""LOC""}, {""text"": ""al - Daih"", ""type"": ""LOC""}]",0
Fall of wickets : 1-22 2-78 3-78 4-78 5-81 6-196 .,[],1
""" Bernard Ingham told me that if I ever heard anything that indicated danger I was to let him know , "" Orr said .","[{""text"": ""Bernard Ingham"", ""type"": ""PER""}, {""text"": ""Or"", ""type"": ""PER""}]",0
Chicago 4 HOUSTON 3,"[{""text"": ""##O"", ""type"": ""ORG""}, {""text"": ""##USTON"", ""type"": ""ORG""}, {""text"": ""Chicago"", ""type"": ""ORG""}, {""text"": ""H"", ""type"": ""ORG""}]",0
Ayr 6 Berwick 0,"[{""text"": ""Ayr"", ""type"": ""ORG""}, {""text"": ""Berwick"", ""type"": ""ORG""}]",1
"Attendance : 5,000",[],1
"Kansas City , Mo.-based Commerce Bancshares Inc. , with $ 9.32 billion in assets , also could help a regional bank establish a strong presence in the lower Midwest , analysts added .","[{""text"": ""Kansas City"", ""type"": ""LOC""}, {""text"": ""Midwest"", ""type"": ""LOC""}, {""text"": ""Mo"", ""type"": ""MISC""}, {""text"": ""Commerce Bancshares Inc"", ""type"": ""ORG""}]",0
Hanwha 6 Ssangbangwool 5,"[{""text"": ""Hanwha"", ""type"": ""ORG""}, {""text"": ""Ssangbangwool"", ""type"": ""ORG""}]",1
basketball tournament on Friday :,[],1
Nikkei latest CRUDE OIL $ 1987.0,"[{""text"": ""##kei"", ""type"": ""MISC""}, {""text"": ""Nik"", ""type"": ""MISC""}]",0
The Organisation for Security and Cooperation in Europe ( OSCE ) postponed municipal elections as a result of the irregularities but decided to proceed with voting for higher offices .,"[{""text"": ""OSCE"", ""type"": ""ORG""}, {""text"": ""Organisation for Security and Cooperation in Europe"", ""type"": ""ORG""}]",1
"The government of Chad has closed N'Djamena University after two days of protests over grant arrears in which Education Minister Nagoum Yamassoum was held hostage for four hours , state radio said on Friday .","[{""text"": ""Chad"", ""type"": ""LOC""}, {""text"": ""N ' Djamena University"", ""type"": ""ORG""}, {""text"": ""##goum Yamassou"", ""type"": ""PER""}, {""text"": ""Na"", ""type"": ""PER""}]",0
"Scorers : Bruce Dyer ( 39th minute ) , Darren Eadie ( 53rd )","[{""text"": ""Bruce Dyer"", ""type"": ""PER""}, {""text"": ""Darren Eadie"", ""type"": ""PER""}]",1
MANAMA 1996-08-31,"[{""text"": ""MANAMA"", ""type"": ""LOC""}]",1
"The September notional bond future on the MATIF in Paris settled at 123.14 , up 0.04 from Thursday 's settlement price .","[{""text"": ""Paris"", ""type"": ""LOC""}, {""text"": ""MATIF"", ""type"": ""ORG""}]",0
Others said they thought the aircraft was loaded with too much airfreight .,[],1
George Bush became president in 1988 on his no-new-tax campaign and Clinton won in 1992 with a promise to fatten workers ' paychecks .,"[{""text"": ""Clinton"", ""type"": ""PER""}, {""text"": ""George Bush"", ""type"": ""PER""}]",1
"On Tuesday , Israeli crews hoisted a bulldozer over the walls of Jerusalem 's old city and demolished the centre , saying it was being restored without a building permit .","[{""text"": ""Jerusalem"", ""type"": ""LOC""}, {""text"": ""Israeli"", ""type"": ""MISC""}]",1
"We probably would not see avacados come in until next season , next November . """,[],1
South Africa beat New Zealand 32-22 ( haltime 16-8 ) in the final test match of their three-test series at Ellis Park on Saturday .,"[{""text"": ""Ellis Park"", ""type"": ""LOC""}, {""text"": ""New Zealand"", ""type"": ""LOC""}, {""text"": ""South Africa"", ""type"": ""LOC""}]",1
Hull 0 Barnet 0,"[{""text"": ""Barnet"", ""type"": ""ORG""}, {""text"": ""Hull"", ""type"": ""ORG""}]",1
"Daniels Pharmaceuticals manufactures prescription pharmaceutical products , the largest of which is Levoxyl , a synthetic thyroid hormone for treating hypothyroidism .","[{""text"": ""Lev"", ""type"": ""MISC""}, {""text"": ""##ox"", ""type"": ""ORG""}, {""text"": ""Daniels Pharmaceuticals"", ""type"": ""ORG""}]",0
288 Jose Coceres ( Argentina ) 69 78 71 70,"[{""text"": ""Argentina"", ""type"": ""LOC""}, {""text"": ""Jose Coceres"", ""type"": ""PER""}]",1
Duisburg 1 Luebeck 0 ( after extra time ),"[{""text"": ""Duisburg"", ""type"": ""ORG""}, {""text"": ""Luebeck"", ""type"": ""ORG""}]",1
"Somerset 83 and 174 ( P. Simmons 4-38 ) , Leicestershire 296 .","[{""text"": ""Leicestershire"", ""type"": ""ORG""}, {""text"": ""Somerset"", ""type"": ""ORG""}, {""text"": "". Simmons"", ""type"": ""PER""}, {""text"": ""P"", ""type"": ""PER""}]",0
The 12 month figure quickened to 40.3 percent in July .,[],1
"The military government , which in May said it had detained the politicians to prevent anarchy , said the activists were charged with attempting to destroy the peace and stability of the state .",[],1
The police were given an unexpected hand by second-half substitute Sergen Yalcin who rekindled Turkish hopes in the 61st with a splendid half-volley which stunned Belgian goalkeeper Filip De Wilde .,"[{""text"": ""Belgian"", ""type"": ""MISC""}, {""text"": ""Turkish"", ""type"": ""MISC""}, {""text"": ""##n Yalcin"", ""type"": ""PER""}, {""text"": ""Filip De Wilde"", ""type"": ""PER""}, {""text"": ""Serge"", ""type"": ""PER""}]",0
OTTAWA 1996-08-30,"[{""text"": ""OTTAWA"", ""type"": ""LOC""}]",1
M. Waugh c and b Jayasuriya 50,"[{""text"": "". Waugh"", ""type"": ""PER""}, {""text"": ""Jayasuriya"", ""type"": ""PER""}, {""text"": ""M"", ""type"": ""PER""}]",0
Bradford 1 Tranmere 0,"[{""text"": ""##ranmere"", ""type"": ""ORG""}, {""text"": ""Bradford"", ""type"": ""ORG""}, {""text"": ""T"", ""type"": ""ORG""}]",0
The hijack began on Monday when an Amman-bound plane was taken over shortly after it took off from Khartoum .,"[{""text"": ""##hartoum"", ""type"": ""LOC""}, {""text"": ""K"", ""type"": ""LOC""}, {""text"": ""Amman"", ""type"": ""MISC""}]",0
""" Go home .",[],1
"In the event , coach John Toshack decided not to use Silva , who had claimed he did not join the Brazil squad because he had lost his passport .","[{""text"": ""Brazil"", ""type"": ""LOC""}, {""text"": ""John Toshack"", ""type"": ""PER""}, {""text"": ""Silva"", ""type"": ""PER""}]",1
"Tavildara , 200 km ( 120 miles ) east of the capital Dushanbe , was in ruins .","[{""text"": ""##be"", ""type"": ""LOC""}, {""text"": ""Dushan"", ""type"": ""LOC""}, {""text"": ""Tavildara"", ""type"": ""LOC""}]",0
Cambodia 's King Norodom Sihanouk on Friday gave a royal pardon to an opposition newspaper editor who had alleged top-level corruption .,"[{""text"": ""Cambodia"", ""type"": ""LOC""}, {""text"": ""Norodom Sihanouk"", ""type"": ""PER""}]",1
Her tour will also include Honduras and Guatemala .,"[{""text"": ""Guatemala"", ""type"": ""LOC""}, {""text"": ""Honduras"", ""type"": ""LOC""}]",1
"Comelf , based in the central Transylvanian town of Bistrita , manufactures water purification equipment , machinery for the thermal power sector and other equipment .","[{""text"": ""##ist"", ""type"": ""LOC""}, {""text"": ""##rita"", ""type"": ""LOC""}, {""text"": ""B"", ""type"": ""LOC""}, {""text"": ""Transylvania"", ""type"": ""MISC""}, {""text"": ""Comelf"", ""type"": ""ORG""}]",0
"The DSE all share price index closed 2.73 points or 0.22 percent up at 1,196.35 on a turnover of 133.7 million taka on Thursday .","[{""text"": ""DSE"", ""type"": ""ORG""}]",1
The dollar slipped to 108.40 yen from 108.45 .,[],1
Natalia Karimova ( Russia ) 3:40.036 beat Yvonne McGregor,"[{""text"": ""Russia"", ""type"": ""LOC""}, {""text"": ""Natalia Karimova"", ""type"": ""PER""}, {""text"": ""Yvonne McGregor"", ""type"": ""PER""}]",1
East Dries miners fail to report for work .,"[{""text"": ""East Dries"", ""type"": ""LOC""}]",0
Gonzalez hit his second homer in the third for his fifth multi-homer game of the season .,"[{""text"": ""Gonzalez"", ""type"": ""PER""}]",1
Potent landmines found near Colombian presidency .,"[{""text"": ""Colombian"", ""type"": ""MISC""}]",1
"He was likely to return on Saturday to his holiday resort , a hunting lodge some 100 km ( 60 miles ) from Moscow .","[{""text"": ""Moscow"", ""type"": ""LOC""}]",1
Scottish Labour Party narrowly backs referendum .,"[{""text"": ""Scottish Labour Party"", ""type"": ""ORG""}]",1
"Duffy Waldorf , who also tied for second at the World Series of Golf , carded a 70 to lead a group of six golfers at 13 under , including Kraft .","[{""text"": ""World Series of Golf"", ""type"": ""MISC""}, {""text"": ""##raft"", ""type"": ""PER""}, {""text"": ""Duffy Waldorf"", ""type"": ""PER""}, {""text"": ""K"", ""type"": ""PER""}]",0
SOCCER - FRANCE BEAT MEXICO 2-0 IN FRIENDLY .,"[{""text"": ""MEXICO"", ""type"": ""LOC""}, {""text"": ""F"", ""type"": ""ORG""}]",0
HK has infrastructure in place for post-97 - Tsang .,"[{""text"": ""HK"", ""type"": ""LOC""}, {""text"": ""97"", ""type"": ""MISC""}, {""text"": ""##sang"", ""type"": ""PER""}, {""text"": ""T"", ""type"": ""PER""}]",0
""" The market is expected to remain steady .",[],1
"Hashan Tillekeratne , Roshan Mahanama , Kumara Dharmasena ,","[{""text"": ""##a Dharmasen"", ""type"": ""PER""}, {""text"": ""##an Mahanama"", ""type"": ""PER""}, {""text"": ""##han Tillekeratne"", ""type"": ""PER""}, {""text"": ""##osh"", ""type"": ""PER""}, {""text"": ""Has"", ""type"": ""PER""}, {""text"": ""Kumar"", ""type"": ""PER""}, {""text"": ""R"", ""type"": ""PER""}]",0
BASEBALL - MAJOR LEAGUE STANDINGS AFTER THURSDAY 'S GAMES .,"[{""text"": ""MAJOR LEAGUE"", ""type"": ""MISC""}]",1
"The dollar closed at 1.4772 marks , up from 1.4767 late Wednesday .",[],1
""" ...I request the immediate repatriation of Kim In-so to North Korea where his family is waiting , "" North Korean Red Cross president Li Song-ho said in a telephone message to his southern couterpart , Kang Young-hoon .","[{""text"": ""North Korea"", ""type"": ""LOC""}, {""text"": ""North Korean"", ""type"": ""MISC""}, {""text"": ""Red Cross"", ""type"": ""ORG""}, {""text"": ""Kang Young"", ""type"": ""PER""}, {""text"": ""Kim In"", ""type"": ""PER""}, {""text"": ""Li Song"", ""type"": ""PER""}]",0
"against , points ) :",[],1
Colchester 1 Hereford 1,"[{""text"": ""Colchester"", ""type"": ""ORG""}, {""text"": ""Hereford"", ""type"": ""ORG""}]",1
Mansfield 0 Rochdale 0,"[{""text"": ""##ochdale"", ""type"": ""ORG""}, {""text"": ""Mansfield"", ""type"": ""ORG""}, {""text"": ""R"", ""type"": ""ORG""}]",0
Richard Finn,"[{""text"": ""Richard Finn"", ""type"": ""PER""}]",1
2. Marion Clignet ( France ) 3:31.674,"[{""text"": ""France"", ""type"": ""LOC""}, {""text"": ""."", ""type"": ""PER""}, {""text"": ""Marion Clignet"", ""type"": ""PER""}]",0
Sloboda 4 1 1 2 8 8 4,"[{""text"": ""Sloboda"", ""type"": ""ORG""}]",1
M. Slater run out 9,"[{""text"": "". Slater"", ""type"": ""PER""}, {""text"": ""M"", ""type"": ""PER""}]",0
"A Moscow street vendor stabbed to death a woman judge in a city court on Friday after she fined him the equivalent of seven dollars for trading illegally , Interfax news agency said .","[{""text"": ""Moscow"", ""type"": ""LOC""}, {""text"": ""Interfax"", ""type"": ""ORG""}]",1
